owner,quantity,price
Ophelia Allison,18,$3833.90
Evan Cole,40,$6761.07
Mathilda Obrien,46,$6540.74
Mildred Freeman,29,$43.13
Don Carroll,44,$592.73
Jorge West,33,$219.14
Vernon Griffith,36,$9788.61
Virginia Romero,38,$3434.96
Sophia Fox,20,$3172.81
Chad Coleman,59,$1048.98
Miguel Brewer,58,$8504.38
Owen Barker,44,$9606.79
Alexander Hall,50,$7869.88
Michael Barnes,55,$3795.51
Luke Massey,34,$9253.20
Randall Fowler,30,$2156.91
Catherine Fletcher,30,$7363.43
Marie Walton,29,$1159.68
Leon Reid,20,$408.31
Claudia Hill,52,$4201.06
Sean Wilkins,25,$769.77
Ruby Tran,53,$2448.39
Eric Hopkins,63,$3195.59
Eugenia Stokes,54,$5241.66
Sara Webb,28,$6795.16
Isabelle Quinn,55,$9107.32
Alta Luna,38,$4156.16
Kevin Myers,63,$8339.81
Bradley Copeland,62,$2139.45
Lawrence Morrison,40,$6614.89
Harold Moss,46,$3990.51
Lida Joseph,40,$7270.17
Brandon Schultz,37,$7153.75
Jesus Silva,42,$1634.12
Jason Austin,46,$9058.56
Ollie Andrews,26,$3443.44
Aiden Hunter,31,$3919.60
Frank McLaughlin,38,$6396.54
Wesley Henry,25,$7084.40
Hilda Hernandez,33,$4361.35
Jean Mack,31,$4726.84
Isaac Jones,45,$3460.06
Mamie Smith,25,$1884.38
Alan Bridges,20,$282.19
Nelle Burns,22,$8899.36
Effie Fuller,63,$7667.74
Jorge Lyons,64,$1296.71
Craig McGee,31,$3775.33
Sophia Love,59,$8143.53
Austin Moran,54,$9359.11
Ora Carpenter,51,$1444.83
Vernon Murray,46,$6384.36
David Russell,65,$550.71
Ina Jefferson,30,$1580.14
Janie Reed,34,$7883.25
Cory Bush,31,$8813.07
Lola Marsh,63,$9687.19
Jimmy Hernandez,36,$4276.61
Ina Valdez,46,$8661.30
Leon Chapman,64,$4903.84
Ray Hicks,45,$3374.05
Adelaide Leonard,52,$6413.75
Ian Green,41,$6039.05
Daisy McLaughlin,51,$6515.30
Bertha Gonzales,46,$1240.49
Estella Hart,28,$1687.85
Joshua Dixon,25,$8061.27
Florence Ball,53,$1189.07
Alma Copeland,38,$3593.99
Cory Green,41,$6029.91
Isabel Massey,62,$4042.11
Eunice Bradley,29,$7523.45
Agnes Phillips,37,$5744.90
Dorothy Lane,65,$608.92
Maud Reid,42,$8816.22
Jean Thomas,53,$7532.95
Bradley Thompson,20,$2648.50
Edith Bishop,37,$752.45
Joshua Blair,46,$8379.11
Norman Burgess,44,$6062.08
Gabriel Hogan,64,$5843.70
Elizabeth Stevenson,37,$1811.56
Paul Ramsey,58,$2334.58
Lola Gregory,38,$4358.70
Birdie Ruiz,57,$1511.20
Vera Mitchell,23,$8841.75
Justin Tyler,38,$4692.20
Owen Watkins,53,$6024.77
Shane Wright,22,$3982.56
Hattie Erickson,36,$8993.12
Mabelle Zimmerman,25,$8355.38
Herbert Howard,19,$349.64
Duane Woods,30,$6917.78
Mattie Hampton,30,$837.45
Bill Bryant,59,$9036.00
Christopher Obrien,59,$1750.94
Rosetta Osborne,58,$7585.34
Gordon Warren,40,$9507.14
Laura Simpson,54,$8132.22
Nathan Abbott,60,$8274.29
Jeremiah Moody,65,$6255.36
Travis Patterson,35,$9854.28
Patrick Taylor,33,$5058.78
Maria Becker,52,$3893.84
Johnny Clayton,31,$261.25
Landon Hudson,22,$8632.31
Abbie Sandoval,55,$8575.29
Ann Perkins,31,$4589.14
Jared Norton,34,$1805.84
Evan Schwartz,26,$4505.21
Tony Stephens,60,$6001.04
Alejandro Lopez,35,$9366.65
Essie Abbott,31,$1857.03
Sue Warren,52,$9640.68
Nell Blair,48,$5304.55
Leah Lawson,48,$4574.57
Mable Conner,38,$4357.91
Nicholas Turner,44,$5502.27
Clayton Guzman,65,$472.00
Estelle Simmons,52,$9872.17
Janie Osborne,19,$4380.44
Katharine Robertson,19,$363.90
Olive Fowler,22,$8860.97
Lulu Daniels,63,$9316.91
Lester Roberson,54,$3849.50
Lucinda Brock,57,$4392.85
Clyde Lynch,50,$6344.51
Dennis Mason,61,$3091.14
Edith Cox,59,$9341.08
Curtis Rose,59,$5353.89
Nora Cobb,61,$2119.94
Jorge Curtis,51,$2945.79
Dominic Figueroa,38,$9078.94
Chase Gonzalez,42,$1759.01
Fanny Foster,60,$7139.27
Jean Hubbard,38,$7012.05
Edward Quinn,36,$1584.00
Jane McCormick,45,$1901.06
Norman Lopez,42,$5163.66
Maggie Daniel,19,$1824.34
Birdie Carter,62,$1736.25
Lizzie Chambers,64,$7476.30
Betty Armstrong,34,$7662.87
Ina Abbott,55,$4864.67
Matilda Anderson,24,$5253.65
May Sandoval,47,$3993.52
Dennis Price,35,$6776.81
Helen Harris,61,$2182.24
Edward Sparks,57,$8603.41
Isabella Hampton,18,$5341.27
Nettie Pena,55,$6639.37
Juan Harris,55,$7149.33
Dale Logan,33,$5254.58
Blanche Jimenez,52,$5958.66
Chris Lyons,51,$5995.18
Olive Curtis,41,$4846.59
Della Fields,26,$8306.50
Barry Ferguson,57,$8741.88
Rebecca Baldwin,23,$7305.82
Adeline Baker,50,$1183.75
Martha Carroll,35,$5436.41
Dollie Glover,45,$4606.35
Dollie Todd,47,$7173.36
Isabelle Douglas,24,$7510.51
Harriet Hammond,19,$1580.00
Susie Ballard,26,$5041.44
Logan Rogers,30,$7740.24
Frank Norris,35,$6485.61
Leah Shelton,32,$2663.03
Allen Bowen,50,$9774.94
Miguel Ramirez,55,$7389.27
Barry Gibbs,29,$269.67
Richard McCoy,63,$4461.71
Clarence Lindsey,34,$670.02
Rosalie Shelton,60,$837.49
Lawrence Hubbard,61,$4079.36
Annie Love,48,$6881.42
Bettie Stanley,18,$8779.50
Mario Hawkins,65,$8299.27
Floyd Reed,48,$3119.67
Bettie Schultz,24,$569.33
Essie Berry,55,$2249.86
Craig Griffith,55,$946.80
Aiden Cain,21,$921.39
Ethan Pena,58,$2429.18
Steve Gibbs,62,$9830.81
Margaret Jensen,58,$5453.18
Jeremy Delgado,57,$8697.38
Marguerite Haynes,52,$264.50
Daisy Huff,30,$560.17
Catherine Burton,53,$8920.97
Cynthia Collier,22,$7522.55
Zachary Mason,49,$2638.68
Marvin Jackson,45,$3062.57
Cecilia Barrett,50,$7964.84
Kate Harmon,37,$187.56
Mayme Cummings,38,$3491.40
Edith Owen,39,$6182.95
Jessie Gonzales,52,$2640.38
Grace Fields,47,$6959.80
Leonard Adkins,25,$3379.07
Hannah Gray,61,$9042.21
Nell Meyer,22,$4939.14
Catherine Rodriguez,36,$6606.99
Donald Montgomery,59,$4051.83
Lettie Barnett,53,$965.34
Matilda Blake,57,$7192.70
Terry Meyer,39,$6587.60
Alice Myers,47,$3799.76
Johnny Figueroa,46,$7979.45
Benjamin Lawrence,45,$2446.01
Ola Vasquez,35,$9694.66
Jesus Strickland,28,$6440.12
Effie Manning,27,$1099.61
Steven Thomas,59,$9569.93
Jared Robinson,62,$1874.70
Isabel Goodwin,53,$7627.04
Elva Robertson,63,$7517.92
Patrick McDonald,35,$2485.69
Joshua Hardy,56,$4457.37
Jessie Arnold,22,$1449.85
Lulu Butler,29,$9322.82
Dennis Pierce,43,$8741.38
Randy Walsh,39,$9066.86
Daisy Francis,41,$2003.44
Gordon Pierce,49,$5996.71
Donald Welch,23,$3130.03
Jeremy West,62,$6225.30
Harriet Adkins,48,$7567.99
Harry Walters,64,$90.43
Clarence Carter,58,$978.02
Mayme Goodman,32,$4384.16
Max Vega,56,$8449.23
Estella Doyle,50,$723.61
Hester Moreno,41,$9897.89
Lola Reese,37,$1020.87
Jimmy Pena,41,$7028.92
Adele Berry,25,$3259.82
Winnie Harper,60,$192.45
Dean Frazier,18,$9830.67
Edwin Williamson,56,$5823.51
Phoebe Bryan,54,$9798.97
Janie Doyle,59,$5496.23
Sylvia Stevenson,57,$9551.01
Harvey Hudson,57,$822.13
Isabelle Garner,18,$3816.28
Randy Zimmerman,65,$8744.06
Noah Holloway,39,$3561.20
Francis Ingram,54,$7956.91
Tony Lawson,37,$5604.99
Sara Butler,62,$8249.79
Pearl Ellis,40,$7533.71
Della Robertson,42,$4658.11
Cordelia Reed,56,$4308.27
Lettie Jones,30,$9688.56
Gordon Leonard,37,$9301.70
Raymond Pittman,65,$2419.22
Robert Wheeler,50,$9512.35
Russell Flowers,53,$9993.61
Harriet Huff,22,$4849.76
Jeanette Yates,19,$8840.28
Marcus Flores,30,$6701.39
Lettie Matthews,61,$7567.42
Ernest Henderson,58,$9139.55
Alan Powers,29,$4608.99
Laura Moss,39,$8916.16
Effie Graves,35,$9912.33
Joe Fields,53,$6070.70
Ann Price,30,$8977.25
Sam Lowe,58,$3989.33
Ian Carter,34,$2150.27
Eva Murray,48,$8354.18
Sally Ford,34,$2370.51
Curtis Mendez,19,$2748.45
Elsie Evans,39,$3713.22
Myrtle Phelps,35,$2009.92
Lina Wheeler,49,$3286.77
Bertie Griffith,33,$8786.10
Caroline Strickland,49,$9981.59
Edward Brady,43,$4059.04
Calvin Logan,28,$4980.01
Adam Parker,40,$427.90
Gabriel Riley,20,$626.35
Ollie Mathis,46,$9854.35
Christina Hughes,49,$6940.71
Roxie Rodriguez,44,$544.39
Ora Carson,41,$4683.70
Dylan Gordon,42,$9433.49
Andrew Sparks,62,$2207.75
Calvin Long,64,$6338.77
Terry Hopkins,63,$6895.36
Edwin Reed,63,$359.04
Caleb Cole,23,$416.63
Susie Ballard,57,$9873.56
Viola Singleton,19,$8011.84
Loretta Brown,51,$4241.05
Antonio Thornton,58,$9072.40
Lulu Cohen,20,$6359.09
Herman Schultz,44,$7401.95
Birdie Mullins,50,$4858.95
Owen Hanson,46,$5706.65
Sean Morales,39,$5732.99
Louise Aguilar,53,$3368.04
Cynthia Atkins,38,$7441.83
Rhoda Crawford,19,$4230.46
Ivan Bishop,32,$6815.80
Jonathan Sanders,22,$3529.68
Jack Terry,33,$4186.66
Edward Briggs,35,$7833.32
Eliza Phelps,26,$1743.40
Mamie Morales,47,$5749.55
Willie Perez,18,$4067.58
Irene Lee,54,$754.60
Hunter Ramos,48,$244.50
Essie Wallace,43,$8266.95
Emma Richardson,43,$2575.94
Adrian Ellis,21,$3236.69
Blake Meyer,36,$4180.05
Jared Bowman,50,$9976.07
Luella Cross,62,$9378.00
Tyler Massey,45,$2549.53
Olive Neal,21,$7865.93
Douglas Webster,32,$2001.74
Derrick Cox,19,$7774.85
Evelyn McGuire,28,$4125.47
Bessie Fox,52,$5544.70
Rena Barker,59,$2947.15
Ronnie Richardson,33,$8514.07
Caleb Wilkins,57,$9624.95
Millie Ford,54,$983.24
Beatrice Perkins,26,$9943.74
Dominic Duncan,56,$7295.75
Cordelia Chapman,32,$5932.46
Louisa Reed,41,$6156.22
Adeline Osborne,34,$9743.53
Ricky Nelson,48,$6690.97
Katharine Wolfe,30,$3638.08
Helena Baker,58,$223.33
Gabriel Cox,37,$1398.16
Ethan Simmons,38,$620.00
Inez Lawrence,24,$1430.20
Hulda Chapman,45,$8241.11
Andre Lopez,55,$7042.66
Elizabeth Price,35,$5693.09
Alexander Castillo,62,$8331.60
Myrtle Stewart,30,$7624.59
Cora McGuire,46,$2662.43
Adam Malone,58,$1985.65
Katie Ingram,64,$1172.96
Madge Reed,47,$1407.30
Hester Gibson,25,$1272.27
Frederick Olson,24,$7883.11
Bryan Montgomery,28,$5950.50
Grace Jimenez,29,$8340.70
Mable Carr,31,$9287.86
Hallie Byrd,54,$2670.45
Marion Blair,34,$7677.76
Cora Lee,23,$7469.61
Blake Gill,39,$9318.30
Lilly Rodriquez,21,$214.67
Henry Norris,42,$3554.94
Abbie Barker,41,$4068.48
Katherine Bell,39,$7893.81
Harriet Gibson,54,$568.75
Jesus Grant,27,$662.39
Lawrence Nichols,54,$4453.87
George Hill,47,$605.41
Esther Reyes,49,$9421.84
Jared Powers,23,$9497.96
Sadie Erickson,57,$9143.06
Bobby Walton,41,$6073.89
Sadie Horton,61,$9422.31
Emily Martin,64,$9530.70
Mabel Chandler,56,$3406.50
Tommy Edwards,26,$6605.79
Adam McDonald,48,$7174.03
Myra Bowen,61,$4647.00
Marian Patrick,42,$9070.52
Jean Greer,59,$5238.04
Gilbert Stephens,30,$2858.67
Loretta Henry,65,$8773.42
Jesus Beck,44,$1817.36
Emma Herrera,20,$2067.00
Lura Swanson,25,$7189.61
Norman Washington,28,$7210.27
Jay Hanson,63,$4982.81
Mollie Lyons,52,$9102.08
Pearl Fisher,41,$1420.95
Marvin Gonzalez,35,$810.81
Linnie Rivera,38,$6136.37
Kathryn Parker,35,$4192.96
Janie Jenkins,29,$1776.25
Jim Adams,31,$6774.23
Franklin Newman,47,$4848.07
Francisco Yates,34,$9881.35
Lucas Blake,24,$7242.17
Mike Lee,46,$2127.45
Dollie Logan,23,$9741.30
Dylan Benson,28,$8719.51
Maggie Austin,62,$4586.22
Jack Wright,40,$5770.45
Mittie Taylor,44,$3085.76
Mathilda Sullivan,52,$7689.33
Edna Bishop,51,$5787.48
Jorge Anderson,38,$9443.11
Georgia Floyd,29,$6583.04
Emma Sullivan,28,$1051.34
Belle Waters,45,$6301.40
Hannah Evans,33,$3243.74
Emilie Munoz,31,$2463.30
Eleanor Berry,54,$3701.93
Henrietta Thompson,24,$3652.49
Jeffery Harrington,41,$2612.57
Mathilda Yates,21,$1788.80
Micheal Jacobs,21,$8995.00
Jason Bass,23,$7721.85
Cora Arnold,32,$1474.99
Alan Gilbert,35,$3426.57
Katie Webb,59,$6519.71
Don Potter,42,$8508.53
Essie Shelton,55,$1328.30
Jeanette Stevens,51,$2489.98
Rose Carter,20,$8776.50
Virgie Marsh,39,$8484.86
Blanche Garcia,45,$5430.39
Jerome Miles,60,$1584.37
Leonard Hicks,56,$1211.59
Genevieve Cortez,47,$2772.81
Hulda Logan,23,$8772.26
Matilda Griffith,58,$5211.43
Lester Rice,51,$606.43
Juan Burns,21,$7212.09
Nathan Wells,54,$8785.01
Richard Carter,51,$3712.94
Jose Blake,25,$3378.44
Alexander Moreno,25,$6509.97
Myrtle Gross,27,$6236.93
William Cobb,23,$876.58
Lucile Riley,39,$488.33
Douglas Peters,34,$8421.93
Isaac Perez,59,$4743.40
Leon McCormick,36,$7219.97
Harry Dixon,59,$9401.79
Lelia Alexander,55,$8825.60
Nettie Burke,65,$61.11
Julia Pope,43,$4117.06
Ida Lloyd,52,$9576.49
Nelle Aguilar,30,$9435.97
Garrett Frank,65,$9836.18
Jesse Underwood,62,$9648.40
Etta Marsh,23,$9041.30
Lulu Lawrence,54,$5220.59
Leon Moody,26,$4662.42
Scott Glover,50,$2312.07
Lloyd Burns,36,$9584.16
Nannie Herrera,45,$4274.20
George Sanchez,41,$3647.20
Kyle Ball,25,$270.60
Lilly Watson,57,$8496.60
Isaac Arnold,33,$2548.85
Polly Huff,40,$9792.85
Nicholas Jordan,27,$2639.70
Harry Parks,24,$5771.15
Gordon Franklin,48,$8208.13
Brent Gutierrez,48,$5318.29
Abbie Reyes,45,$1364.70
Etta Thompson,54,$4737.38
Lucile Alvarez,50,$23.44
Hilda Morton,42,$8594.36
Seth Ingram,61,$4510.46
Jeremy Franklin,60,$4620.71
Eugenia Douglas,38,$7752.75
Marie May,32,$6902.13
Joe Singleton,25,$3505.87
Andrew Martin,27,$9484.66
Jeffery Hansen,29,$1764.68
Addie Summers,40,$1809.93
Brett Baker,36,$5605.05
Clifford Hoffman,42,$1902.74
Lucille May,43,$1543.97
Sophie Lewis,46,$5844.68
Harriett Francis,49,$1333.11
Evelyn Alexander,41,$4890.62
Nora Hanson,48,$2769.95
Christina Hill,42,$4086.30
Ella Casey,48,$8803.53
Sophie Brock,36,$331.50
Polly Parker,55,$3895.22
Troy Holmes,26,$8921.23
Helen Reeves,48,$7830.94
Alejandro Boyd,45,$9331.13
Mitchell Stevens,24,$4214.80
Blanche Brewer,18,$8013.75
Ophelia Lewis,23,$4646.63
Carrie Roberson,47,$4249.90
Fanny Hampton,62,$3093.54
Viola Williams,47,$5203.27
Patrick Becker,25,$1274.12
Mattie Matthews,65,$9904.91
Scott Copeland,65,$6395.23
Caroline Bowman,50,$8549.38
Pearl Fitzgerald,57,$9287.82
Jeremiah Cox,18,$3395.43
Myra Banks,42,$5291.48
Ida Mathis,28,$60.50
Devin Gibbs,32,$7897.18
Mark Schmidt,63,$3343.06
Samuel Saunders,39,$3159.73
Jay Carpenter,31,$1459.79
Raymond Waters,59,$3707.42
Christina Abbott,47,$1703.70
Bradley Holland,58,$5653.55
Joel Graham,31,$7363.65
Lena Edwards,41,$9180.74
Minerva Christensen,35,$3520.37
Emily Obrien,25,$8422.83
Bess Vega,51,$5650.64
Ryan Nguyen,48,$1.05
Mina Cannon,55,$2402.74
Clarence Keller,50,$5981.18
Chris Cruz,21,$1397.84
Leona Hamilton,24,$9114.51
Travis Phillips,43,$2440.70
Hattie Murphy,61,$4530.97
Bess Medina,54,$5500.04
Bess Arnold,48,$1680.22
Christine Peters,58,$6230.71
Isaac Hill,37,$2668.36
Luella Lewis,37,$4067.69
Susie Hoffman,40,$7283.47
Jeanette Black,18,$8335.48
Eugene Hogan,37,$539.85
Hettie Phelps,41,$3740.41
Patrick Webster,52,$7590.25
Ernest Bishop,52,$605.02
Danny Hammond,45,$6908.85
Stanley Walters,23,$1081.32
Mildred Waters,46,$7824.28
Amy Woods,52,$4795.14
Julia Graham,59,$5280.18
Jeremiah Hawkins,30,$3272.62
Herbert Barker,23,$1589.42
Chester Burgess,38,$5233.45
Barbara Owen,25,$9548.78
Maurice Sims,57,$409.94
Augusta Garza,46,$672.84
Arthur Luna,47,$3936.68
Myra Mathis,19,$5857.94
Lawrence Wolfe,44,$9229.30
Jennie Norman,46,$7122.63
Cameron Kelly,36,$9403.50
Corey Lowe,28,$9369.21
Myra Mendez,58,$4529.02
Lester Patrick,39,$5646.44
Hattie Page,34,$301.54
Herbert Bowman,31,$7653.60
Jessie Vasquez,34,$669.90
Cornelia Montgomery,64,$4231.04
Lola Dunn,57,$6773.92
Martha Hamilton,47,$8089.68
Rachel Walsh,18,$526.38
Gabriel Pope,25,$6253.63
Maria Ramos,27,$8311.81
Mae Mitchell,38,$1375.79
Betty Hunt,54,$8314.42
Norman Curtis,25,$9452.06
Edward Mitchell,19,$7255.46
Theresa Mills,31,$8204.53
Bruce Davidson,33,$4114.30
Lucinda Porter,34,$3675.21
Nicholas Payne,57,$6790.94
Jordan Payne,25,$954.26
Rosetta Massey,31,$8989.04
Teresa Sparks,49,$4705.20
Ethan Guerrero,38,$6853.25
Mayme Mathis,54,$7340.09
Leo Robinson,50,$8552.24
Agnes Carlson,27,$4542.16
Max Shelton,56,$4922.64
Carolyn Harper,56,$4172.72
Hallie Soto,63,$4641.28
Isabel Shaw,60,$4081.24
Martha Johnson,25,$901.22
Eunice Thomas,48,$5474.52
Scott Roberson,49,$9766.13
Ricky Weber,28,$7632.62
Claudia Goodman,45,$5913.59
Leah Fox,57,$2289.65
Willie Mitchell,52,$1260.55
Victor Schneider,60,$6830.82
Vera Townsend,44,$1160.73
Bertie Harris,62,$721.19
Edward Murphy,51,$6562.33
Zachary Brooks,56,$3642.38
Samuel Woods,49,$5041.87
Fannie Scott,32,$9372.14
Jeanette Cox,47,$9173.75
Olga Elliott,60,$4776.27
Sam Cohen,34,$4974.57
Esther Baldwin,37,$3571.54
Evan Herrera,64,$5845.43
Mary Newton,65,$8166.30
Marian Morton,58,$8044.03
Katharine Porter,22,$1249.85
Gary McDonald,32,$2660.67
Lillian Kim,36,$9184.12
Hunter Taylor,51,$6384.51
Ida Wilkerson,37,$7608.17
Lee Tate,31,$1418.98
Gabriel Walsh,58,$5142.01
Clara Stokes,31,$9515.82
Louise Nelson,22,$3158.94
Jackson Turner,53,$9585.19
Hilda Murray,63,$9317.20
Erik Davidson,28,$8042.17
Clifford Holloway,34,$1471.47
Zachary Hammond,21,$1320.83
Nina Webster,32,$3008.39
Nathaniel Barrett,49,$2578.84
Laura Castro,45,$557.79
Jerome Walsh,20,$4097.03
Beatrice Reid,49,$321.73
Lloyd Gutierrez,56,$8335.17
Keith Lopez,20,$9649.86
Edgar Chandler,52,$433.24
Christina Parsons,30,$988.68
Lelia Hunter,50,$5650.72
Nathan Manning,62,$3636.73
Allen Baker,50,$3375.51
Adeline Montgomery,24,$1223.44
Tyler Hudson,44,$9161.35
Agnes Fowler,18,$7109.45
Lillie Lyons,47,$9836.02
Isabelle Greene,37,$3864.19
Gene Ward,39,$5744.99
Marguerite Holt,49,$6760.87
Grace Hodges,31,$1921.65
Jayden Spencer,47,$700.77
Cecelia Weber,26,$795.71
Samuel Moody,42,$3207.24
Ronald Dunn,64,$964.79
Jean Lamb,32,$2954.58
Rosetta Austin,26,$7060.71
Hester Henry,33,$8870.36
Isaiah Gill,30,$9616.30
Rose Richardson,28,$3092.79
Stanley Campbell,43,$7029.70
Violet Miller,34,$3904.43
Mattie Elliott,46,$2638.59
Helena Weber,63,$5177.18
Sophia Terry,19,$4742.87
Jose Alvarado,63,$9459.56
Mable Becker,19,$5439.33
Leroy Rogers,62,$7378.75
Francis Parsons,46,$9602.99
Andre Jenkins,58,$1849.99
Justin Tate,61,$1369.97
Elnora Christensen,39,$3954.64
Lillie Ruiz,53,$9651.68
Kenneth Carroll,31,$7850.41
David Cobb,35,$9217.20
Frances Powers,48,$6538.55
Donald Byrd,46,$4373.16
Marvin Garcia,19,$2527.98
Sarah Patton,18,$5483.49
Martin Weber,23,$7273.74
Leroy Burke,40,$8857.88
Birdie Sutton,63,$2970.29
Mary Garza,64,$1407.92
Delia Henry,31,$8773.95
Jorge McKinney,47,$9695.21
Carolyn Schmidt,53,$9034.09
Mamie Arnold,49,$2152.92
Angel Christensen,55,$9405.30
Lucy Lewis,63,$8948.19
Phillip Francis,50,$893.91
Herbert Weaver,43,$4158.53
Genevieve Rogers,43,$7528.00
Maria Christensen,62,$3541.10
Terry Gonzales,65,$5559.63
Grace Blair,33,$4407.62
Wesley Padilla,58,$1972.81
Terry Walton,56,$834.78
Henrietta Walton,55,$1495.61
Max Saunders,59,$7061.11
Myrtie Garcia,25,$7549.53
Sean Ramirez,30,$2264.34
Floyd Zimmerman,30,$5875.12
Evelyn Sparks,65,$7413.23
Logan Powell,18,$5566.75
Callie Garcia,59,$5181.19
Curtis Hill,62,$8334.13
Lucy Sparks,58,$7931.74
Caroline Simpson,63,$3032.18
Antonio Welch,54,$6752.29
Nicholas Carr,21,$7536.39
Henrietta Strickland,32,$8193.90
Maude Hoffman,47,$8814.61
Shawn Quinn,33,$765.39
Millie Bates,38,$3246.78
Julian Dixon,47,$3180.92
Antonio Lane,32,$1118.62
Mollie Ruiz,54,$2163.81
Violet Hogan,36,$276.30
Verna McBride,56,$3815.84
Mary Schneider,34,$5500.38
Leila Marsh,28,$8394.18
Joshua Collier,52,$2958.98
Glenn Carter,65,$6296.73
Ronnie Henry,33,$9936.16
Marc Lee,42,$5273.80
Floyd Fleming,28,$1967.84
Calvin Caldwell,46,$5273.77
Harvey Cummings,44,$7363.73
Clifford McLaughlin,31,$2342.67
Lora Page,47,$3526.27
Kathryn Romero,34,$1700.74
Rachel Hale,53,$1131.98
Carrie Parker,19,$6793.45
Ida Price,45,$3327.23
Troy Coleman,34,$3762.21
Theodore Olson,22,$8563.91
Lawrence Bryan,61,$1977.80
Andre Houston,31,$3596.70
Virgie Castro,45,$6076.09
Ricardo Saunders,65,$564.79
Jessie Parker,64,$7202.91
Henrietta Casey,57,$4866.35
Ellen Shelton,37,$5221.66
Ernest Holmes,42,$2445.53
Vernon Graves,22,$140.93
Milton Ramos,29,$2463.74
Paul Tate,31,$9069.27
Lura Green,39,$4993.95
Edward Fisher,36,$8299.03
Allen Collier,54,$7379.35
Lily Day,38,$6435.31
Ethan Collier,23,$4547.68
Gabriel Johnson,18,$4055.51
Jeffrey Sullivan,58,$3989.35
Johanna Boyd,63,$9931.85
Gabriel Alvarado,21,$1591.06
Hulda Parsons,56,$4157.56
Brent Pope,65,$1440.79
Brandon Jordan,47,$514.50
Nell Frank,21,$9918.14
Mason Wallace,34,$6.38
James Parsons,21,$6321.91
Shane Fowler,39,$3494.71
Myra Andrews,62,$3246.12
Isabel Lawson,29,$7151.89
Melvin Hampton,20,$8758.15
Leah Flowers,29,$7586.97
Vera Logan,53,$652.02
Rose Hammond,41,$2349.02
Chester Long,62,$1693.23
Caleb Bishop,53,$7984.79
John Saunders,18,$6195.41
Samuel Gonzalez,43,$6711.97
Lillian Sparks,52,$1555.15
Francisco Schwartz,32,$9231.03
Lulu Gonzales,39,$5566.76
Esther Warner,57,$6263.96
Ida Douglas,21,$9674.61
Jesse Salazar,27,$5022.32
Cecilia McDonald,20,$9474.42
Celia Brooks,53,$9961.73
Violet Pierce,32,$8925.87
Barry Frazier,63,$3888.26
Antonio Blair,40,$6610.72
Bertie Vasquez,59,$4015.33
Sean Davis,64,$9252.79
Myrtle Roberts,60,$7739.14
Roy Moreno,40,$8436.03
Marian Lopez,34,$1693.75
Nora Andrews,30,$1269.54
Minnie Mendoza,20,$9123.03
Rena Barrett,30,$2706.12
Bess Harvey,63,$1856.99
Charlie Ingram,37,$7124.98
Susie Lawrence,53,$3595.06
Jean King,24,$4481.85
Iva Hicks,20,$1944.10
Carlos Bishop,54,$1269.75
Cynthia Floyd,25,$9296.79
Katharine Christensen,42,$485.80
Janie McGee,55,$180.13
Lily Barrett,54,$7765.46
George Chambers,51,$4884.79
Melvin Lawson,52,$560.76
Ernest Schwartz,42,$1785.10
Steve Alvarez,47,$2854.54
Susie Riley,54,$1889.26
Luke Figueroa,19,$7934.15
Lillian Romero,43,$2581.38
Howard Sparks,34,$2413.85
Dale Simpson,48,$1342.23
Essie Cook,64,$2446.33
Ada Wells,19,$5976.49
Lawrence Blake,61,$9779.38
Adeline Daniel,43,$4833.06
Angel Wright,57,$4663.40
Hunter Hernandez,19,$8213.77
Isabella Gibson,21,$1271.56
Lizzie Harrison,32,$829.25
Augusta Klein,21,$4588.54
Tillie McGee,38,$275.60
Chad Stewart,25,$7084.88
Keith Doyle,42,$7965.16
Lewis Weber,44,$9976.11
Ernest Andrews,51,$4913.16
Inez Carlson,56,$8570.31
Louise Weber,49,$5372.39
Juan Harris,33,$9891.73
Lucas Thornton,40,$5964.25
Abbie Summers,36,$2093.74
Ann Cox,40,$5906.67
Justin Phillips,52,$4927.33
Marion Boone,41,$8970.50
Rena Valdez,60,$1473.70
Phoebe Wells,30,$825.91
Lulu Klein,37,$5190.15
Elsie Rodgers,52,$6719.26
Jimmy Summers,59,$4757.18
Lilly Coleman,34,$2661.33
Marguerite Kelley,65,$7462.47
Olive Hardy,54,$2201.11
Dustin Simon,20,$9277.77
Marguerite Francis,51,$9927.67
Jessie Morton,41,$2104.74
Tyler Obrien,49,$4827.35
Carolyn Meyer,45,$8305.42
Owen Colon,63,$6223.71
Carl Foster,60,$924.64
Amanda Estrada,22,$494.80
Alma Norris,26,$4874.08
Winnie Hale,42,$5845.98
Jeffrey Howell,56,$7380.70
Andre Ortega,21,$489.02
Juan Oliver,64,$6483.32
Grace Estrada,19,$6339.01
Hettie Jackson,64,$9344.72
Arthur Hawkins,32,$6685.07
Curtis Collier,38,$3242.43
Jack Griffith,35,$8388.02
Cecelia Powers,40,$5601.93
Scott Simon,45,$2318.82
Lily Ball,24,$1514.65
Irene Bryant,21,$4751.21
Gordon Sullivan,48,$2408.14
Lawrence Chavez,50,$1262.55
William Hodges,58,$8200.15
Cameron Figueroa,49,$1216.75
Danny Mitchell,63,$4346.69
Jeffrey Morales,43,$4315.28
Ronnie Moody,65,$1084.50
Dustin Bass,35,$454.91
Isaiah Payne,63,$5335.88
Nina Powers,30,$7929.77
